,year,month,day,total_fee,total_received_satoshi,total_sent_satoshi,mean_fee_satoshi,mean_feeUSD,mean_fee_for100,nb_transactions,nb_payments,mean_nb_inputs,mean_nb_outputs,nb_mining,total_mining_satoshi,newly_created_coins,self_spent_satoshi,total_received,volume_without_self
2015-12-16,2015,12,16,3778108831,444653384833538,444248384833538,17014.446240311998,7726983.026157905,0.8544156332212726,222053,570499,2.534746209238335,2.569201947282856,162,408778108831,405000000000,18677168667891,444653384833538,425976216165647
2015-12-17,2015,12,17,3788074862,418686124674634,418288624674634,17329.430454911435,7906381.928100012,0.746776093289318,218592,553190,2.4522580881276532,2.530696457326892,159,401288074862,397500000000,16322652236089,418686124674634,402363472438545
2015-12-18,2015,12,18,3790256302,407365264465936,406940264465936,17612.960691831206,8157897.029809369,0.6930660497413629,215197,547471,2.4268182177260837,2.5440456883692617,170,428790256302,425000000000,15220686470103,407365264465936,392144577995833
2015-12-19,2015,12,19,3501803636,388658491261297,388283491261297,16548.697277014828,7635567.334686137,1.6296793872563926,211606,606615,2.329915030764723,2.86671928017164,150,378501803636,375000000000,16750609620223,388658491261297,371907881641074
2015-12-20,2015,12,20,3297020651,392323308075148,391913308075148,17192.12958414809,7601568.823709982,0.9511605241774325,191775,552885,2.4320844739929606,2.882987876417677,164,413297020651,410000000000,17959153764668,392323308075148,374364154310480
2015-12-21,2015,12,21,4130661428,532598542090436,532218542090436,18098.282156549172,7920534.723907809,0.9190767934901117,228235,618925,2.5348872872258856,2.7117882883869697,152,384130661428,380000000000,25641949331532,532598542090436,506956592758904
2015-12-22,2015,12,22,3933893439,477893478171254,477518478171254,17390.910147477498,7569712.924243424,0.729338513250309,226204,585953,2.4566011211119165,2.5903741755229794,150,378933893439,375000000000,17704919691027,477893478171254,460188558480227
2015-12-23,2015,12,23,3945143645,447821272489930,447428772489930,18168.663742286084,8042645.117105969,0.6667376583883681,217140,545237,2.473869393018329,2.5109929078014184,157,396445143645,392500000000,23073417140130,447821272489930,424747855349800
2015-12-24,2015,12,24,3663404196,469025559006488,468680559006488,17232.007620194458,7855705.428788766,0.6072126371148673,212593,553595,2.388013716350021,2.604013302413532,138,348663404196,345000000000,23432483083739,469025559006488,445593075922749
2015-12-25,2015,12,25,3019580415,394805524621479,394398024621479,16399.889285365138,7473737.914941166,0.6081331216824003,184122,474527,2.406018835337439,2.5772422632819545,163,410519580415,407500000000,18103815883400,394805524621479,376701708738079
2015-12-26,2015,12,26,3101308347,271193059424033,270765559424033,17472.750329588605,7307480.306255893,1.6888962356142632,177494,537270,2.541843667954973,3.0269755597372305,171,430601308347,427500000000,12958586983422,271193059424033,258234472440611
2015-12-27,2015,12,27,2690278918,144400809619459,143895809619459,16939.062957669325,7160241.916384358,1.2313507865485882,158821,493895,2.7914129743547766,3.1097587850473176,202,507690278918,505000000000,8822286839510,144400809619459,135578522779949
2015-12-28,2015,12,28,3086796538,211351110168175,210971110168175,17842.548282678814,7512656.567172157,0.9864689235855741,173002,476756,2.7179165558779665,2.755783170136761,152,383086796538,380000000000,20454787219133,211351110168175,190896322949042
2015-12-29,2015,12,29,3166502821,218514700541035,218107200541035,17110.312221717893,7380362.77353869,0.8482558913826602,185064,481512,2.777574244585657,2.601867462067177,163,410666502821,407500000000,13007403909109,218514700541035,205507296631926
2015-12-30,2015,12,30,3125912067,232187937416504,231775437416504,17407.472543199703,7416343.035094551,0.8164403878807039,179573,495717,2.598141145940648,2.760531928519321,165,415625912067,412500000000,11059785184697,232187937416504,221128152231807
2015-12-31,2015,12,31,2547948374,115572656008852,115220156008852,16458.12635808131,7071680.902985258,0.7810714156664936,154814,394296,2.551797641040216,2.546901443021949,141,355047948374,352500000000,8965105781840,115572656008852,106607550227012
2016-01-01,2016,1,1,1975406034,96024599315899,95692099315899,15951.404920905368,6933724.827538711,0.8460342586495506,123839,358636,2.6219526966464524,2.895985917198944,133,334475406034,332500000000,7205165193122,96024599315899,88819434122777
2016-01-02,2016,1,2,3074045983,102511645939140,102154145939140,21169.220269535097,9196753.669878943,1.9035258190609148,145213,447207,2.8637105493309827,3.0796622891889847,143,360574045983,357500000000,6742823139596,102511645939140,95768822799544
2016-01-03,2016,1,3,2470060301,91442128927691,91064628927691,16881.452049645293,7261322.943768307,1.1496309154358026,146318,488827,2.730142566191446,3.3408534835085226,151,379970060301,377500000000,7665860313309,91442128927691,83776268614382
2016-01-04,2016,1,4,3032928255,105924215569265,105479215569265,16990.052517477816,7364320.603342337,1.089275087004306,178512,485245,2.7476080039437125,2.7182766424666127,178,448032928255,445000000000,8770481926189,105924215569265,97153733643076
2016-01-05,2016,1,5,3241973233,137550010762407,137162510762407,17677.351499751905,7648450.74695196,0.9678890536158857,183397,495488,2.7398921465454724,2.701723583264721,155,390741973233,387500000000,9279975901180,137550010762407,128270034861227
2016-01-06,2016,1,6,3026093999,134840559269438,134473059269438,17446.994718786937,7514034.208669289,0.8142384838355882,173445,459032,2.665997866758915,2.6465565453025457,147,370526093999,367500000000,11169051850812,134840559269438,123671507418626
2016-01-07,2016,1,7,3696291551,159504567416177,159154567416177,19631.782022615134,9015090.100771202,0.8820152069232344,188281,512951,2.538307104806114,2.724390671390103,140,353696291551,350000000000,11682886261444,159504567416177,147821681154733
2016-01-08,2016,1,8,3271705783,121166957777556,120736957777556,17977.393169954394,8164153.37934421,0.8854972401352775,181990,507350,2.822907852079785,2.787790537941645,172,433271705783,430000000000,8658472664083,121166957777556,112508485113473
2016-01-09,2016,1,9,3051724557,86400529766400,86013029766400,16736.176091212714,7528688.549733303,2.174947883325328,182343,554853,2.615817442950922,3.042908145637617,155,390551724557,387500000000,7483870828083,86400529766400,78916658938317
2016-01-10,2016,1,10,2762391735,114223578828311,113778578828311,17374.18855428507,7793717.679189932,1.7052989798156568,158994,512148,2.7839163742028,3.221178157666327,178,447762391735,445000000000,33035323431374,114223578828311,81188255396937
2016-01-11,2016,1,11,3525051387,181387697969519,180967697969519,18805.088166570644,8444106.106223298,0.9628422639130259,187452,512782,2.8667552226703368,2.735537630966861,168,423525051387,420000000000,21756225857148,181387697969519,159631472112371
2016-01-12,2016,1,12,3468332156,127546596844570,127126596844570,17798.27553895181,7862711.353482205,1.154483263994783,194869,562254,2.596780401192596,2.8852921706377104,168,423468332156,420000000000,12384351233142,127546596844570,115162245611428
2016-01-13,2016,1,13,3417091376,140249237644641,139879237644641,18196.24676368942,7866431.134327161,1.0190785057261367,187791,477910,2.651207991863295,2.5449036428795844,148,373417091376,370000000000,18526831204212,140249237644641,121722406440429
2016-01-14,2016,1,14,3213324132,124916414054683,124576414054683,17323.99631235039,7446255.589156796,0.8906913169308602,185484,507522,2.6017338422721097,2.736203661771366,136,343213324132,340000000000,11570551663524,124916414054683,113345862391159
2016-01-15,2016,1,15,3618778872,166293802354039,165983802354039,19444.405547286806,7152103.547824791,1.116872448772825,186109,492250,2.562960415670387,2.644955375613216,124,313618778872,310000000000,12406562667634,166293802354039,153887239686405
2016-01-16,2016,1,16,3414187407,151177348468855,150837348468855,18219.493932505124,7070460.859850778,1.992941853733475,187392,514191,2.6941384904371586,2.7439325051229506,136,343414187407,340000000000,10873225220829,151177348468855,140304123248026
2016-01-17,2016,1,17,3638377937,1038281791875332,1037901791875332,17783.14411746018,6801734.013708105,1.5883270907591536,204597,657237,2.5890017937701924,3.2123491546796874,152,383638377937,380000000000,10855503518003,1038281791875332,1027426288357329
2016-01-18,2016,1,18,3907138696,944975280618648,944552780618648,18361.39073551043,7066659.788779831,1.1001062742189163,212791,579798,2.5017364456203506,2.7247298992908533,169,426407138696,422500000000,10062954157648,944975280618648,934912326461000
2016-01-19,2016,1,19,3912890587,670396852248554,670049352248554,20848.846098924227,7884235.428185741,0.9489822091020316,187679,495291,2.87245776032481,2.639032603541153,139,351412890587,347500000000,9984913329792,670396852248554,660411938918762
2016-01-20,2016,1,20,4765354612,606784537646230,606399537646230,22414.333814668655,9427982.439230071,1.5671085573994856,212603,597191,3.181577870491009,2.80894907409585,154,389765354612,385000000000,18895875364181,606784537646230,587888662282049
2016-01-21,2016,1,21,4685675997,526983470402427,526650970402427,21490.969118928588,8796220.572064882,1.4628094803920166,218030,578657,2.5093014722744575,2.654024675503371,133,337185675997,332500000000,21123573413563,526983470402427,505859896988864
2016-01-22,2016,1,22,4859148927,764921109866706,764481109866706,22407.674021913565,8538364.556349149,1.2166640390891565,216852,591792,2.7302307564606276,2.729013336284655,176,444859148927,440000000000,10984514047032,764921109866706,753936595819674
2016-01-23,2016,1,23,3915733746,2985947742940566,2985510242940566,20374.602579779068,7872147.454230837,1.3614926097593516,192187,571107,2.5799351673110045,2.971621389584103,175,441415733746,437500000000,12490513800348,2985947742940566,2973457229140218
2016-01-24,2016,1,24,3920898578,6368327825461834,6367910325461834,19761.995998104896,7972916.565888851,1.3207574291892674,198406,563901,2.446226424604095,2.8421569912200235,167,421420898578,417500000000,7344761821005,6368327825461834,6360983063640829
2016-01-25,2016,1,25,4630505448,2102633774816936,2102203774816936,20786.503481247055,8148020.05510695,1.6957343654564045,222765,611921,2.5930375058918593,2.7469351109914033,172,434630505448,430000000000,6347150056022,2102633774816936,2096286624760914
2016-01-26,2016,1,26,4635445756,868666287126877,868263787126877,20220.928965276566,7909273.759599669,1.4129315017959692,229240,618454,2.5761036468330136,2.6978450532193334,161,407135445756,402500000000,13825938607188,868666287126877,854840348519689
2016-01-27,2016,1,27,4884726370,1557434329226299,1557056829226299,21580.031145904202,8516074.34732764,1.3485736884885602,226354,585447,2.465196108750011,2.5864221529109273,151,382384726370,377500000000,9948811427828,1557434329226299,1547485517798471
2016-01-28,2016,1,28,4835371097,610385474441700,610010474441700,21123.367147057153,8003664.939848017,1.7363771066273075,228911,606129,2.6048551620498794,2.647880617357838,150,379835371097,375000000000,10823327586220,610385474441700,599562146855480
2016-01-29,2016,1,29,4650504161,714221426130203,713811426130203,20827.47388338775,7893612.600514136,1.951452375690692,223287,549665,2.5488541652671226,2.461697277494883,164,414650504161,410000000000,16767004853210,714221426130203,697454421276993
2016-01-30,2016,1,30,3975405339,347075019253527,346607519253527,20171.01930131669,7609774.922965112,1.2396941004398743,197085,599013,2.6531699520511456,3.0393637263109827,187,471475405339,467500000000,11149700850639,347075019253527,335925318402888
2016-01-31,2016,1,31,3447113844,168533606507173,168076106507173,19538.58186435106,7157796.809415144,1.2672495402398418,176426,560412,2.799763073469897,3.176470588235294,183,460947113844,457500000000,17378273583212,168533606507173,151155332923961
2016-02-01,2016,2,1,5594219858,527782477814154,527369977814154,24794.106458890114,9204153.663851317,1.580827594216247,225627,571704,2.883825960545502,2.5338456833623635,165,418094219858,412500000000,33035034043369,527782477814154,494747443770785
2016-02-02,2016,2,2,5868069273,390168181366135,389725681366135,24610.564941682707,9177960.003772035,1.7293654058917147,238437,658380,3.1473848437952165,2.761232526830987,177,448368069273,442500000000,27300652235230,390168181366135,362867529130905
2016-02-03,2016,2,3,4402504180,157061395715556,156618895715556,23046.502222198957,8483376.042268967,1.5152481821204524,191027,497844,3.08554288137279,2.606144681118376,177,446902504180,442500000000,10418591808750,157061395715556,146642803906806
2016-02-04,2016,2,4,3916794937,248116744915830,247686744915830,19378.9454422213,7552422.304129851,0.771019052777027,202116,564300,2.802469868788221,2.7919610520691087,172,433916794937,430000000000,17369790610131,248116744915830,230746954305699
2016-02-05,2016,2,5,4267235342,345658407368359,345198407368359,19168.936723986128,7368508.649820844,0.7869744125907158,222612,608451,2.6153352020555944,2.7332354050994554,184,464267235342,460000000000,15639145289909,345658407368359,330019262078450
2016-02-06,2016,2,6,4014271013,312748380101955,312258380101955,17886.995209959718,6701032.837587382,0.7225663704898355,224424,656652,2.520180551099704,2.9259437493316223,196,494014271013,490000000000,17257107561744,312748380101955,295491272540211
2016-02-07,2016,2,7,3838108015,307695233520043,307247733520043,18302.939045965886,6866419.446437259,0.964902314786755,209699,720726,2.628872812936638,3.436954873413798,179,451338108015,447500000000,19386401836531,307695233520043,288308831683512
2016-02-08,2016,2,8,4291446243,263372620601749,262995120601749,18725.384823150565,6943641.516811228,0.7115385912437109,229178,628112,2.5481459825986787,2.7407168227316756,151,381791446243,377500000000,10988965475032,263372620601749,252383655126717
2016-02-09,2016,2,9,4263211651,226682865828441,226232865828441,18091.97741903998,6757563.947156814,0.7595173042321879,235641,634211,2.5095038639286034,2.6914289109280642,180,454263211651,450000000000,11644603852441,226682865828441,215038261976000
